ensembl_id,gene_id,Description
ENSRNOG00000005478,Fkbp9,FKBP prolyl isomerase 9
ENSRNOG00000005479,Slc1a2,solute carrier family 1 member 2
ENSRNOG00000005480,Ybx3,Y box binding protein 3
ENSRNOG00000005482,Sap30bp,SAP30 binding protein
ENSRNOG00000005483,Rpap1,RNA polymerase II associated protein 1
ENSRNOG00000005486,Phf20l1,PHD finger protein 20-like 1
ENSRNOG00000005492,Hpcal1,hippocalcin-like 1
ENSRNOG00000005496,Ing3,"inhibitor of growth family, member 3"
ENSRNOG00000005502,Ankib1,ankyrin repeat and IBR domain containing 1
ENSRNOG00000005504,Pkp4,plakophilin 4
ENSRNOG00000005505,Wbp11,WW domain binding protein 11
ENSRNOG00000005506,Arhgef5,Rho guanine nucleotide exchange factor 5
ENSRNOG00000005509,Pak7,p21 (RAC1) activated kinase 7
ENSRNOG00000005512,Ndufa4,"NDUFA4, mitochondrial complex associated"
ENSRNOG00000005513,Srsf5,serine and arginine rich splicing factor 5
ENSRNOG00000005515,Rhbdl3,rhomboid like 3
ENSRNOG00000005519,Grm3,glutamate metabotropic receptor 3
ENSRNOG00000005522,Sh3yl1,SH3 and SYLF domain containing 1
ENSRNOG00000005524,Pno1,partner of NOB1 homolog
ENSRNOG00000005528,Tbk1,TANK-binding kinase 1
ENSRNOG00000005530,Rps6kl1,ribosomal protein S6 kinase-like 1
ENSRNOG00000005535,Ikzf4,IKAROS family zinc finger 4
ENSRNOG00000005538,Psmd11,"proteasome 26S subunit, non-ATPase 11"
ENSRNOG00000005539,Thg1l,tRNA-histidine guanylyltransferase 1-like
ENSRNOG00000005540,Nin,ninein
ENSRNOG00000005546,AABR07057196.1,
ENSRNOG00000005550,Lrfn5,leucine rich repeat and fibronectin type III domain containing 5
ENSRNOG00000005551,Derl1,derlin 1
ENSRNOG00000005556,Snrpf,small nuclear ribonucleoprotein polypeptide F
ENSRNOG00000005558,LOC100125367,RIKEN cDNA A130010J15 gene
ENSRNOG00000005561,Brinp1,BMP/retinoic acid inducible neural specific 1
ENSRNOG00000005564,Ubn2,ubinuclein 2
ENSRNOG00000005565,Traf3ip3,TRAF3 interacting protein 3
ENSRNOG00000005568,AABR07064804.1,
ENSRNOG00000005569,Phospho1,phosphoethanolamine/phosphocholine phosphatase 1
ENSRNOG00000005573,Ntn4,netrin 4
ENSRNOG00000005574,Adamts8,"ADAM metallopeptidase with thrombospondin type 1 motif, 8"
ENSRNOG00000005575,Abi3,"ABI family, member 3"
ENSRNOG00000005576,Rpia,ribose 5-phosphate isomerase A
ENSRNOG00000005577,Desi1,desumoylating isopeptidase 1
ENSRNOG00000005578,Zbtb44,zinc finger and BTB domain containing 44
ENSRNOG00000005580,Itgb4,integrin subunit beta 4
ENSRNOG00000005587,Suclg1,"succinate-CoA ligase, alpha subunit"
ENSRNOG00000005589,Dhrs7,dehydrogenase/reductase 7
ENSRNOG00000005592,Brinp2,BMP/retinoic acid inducible neural specific 2
ENSRNOG00000005600,Nr4a2,"nuclear receptor subfamily 4, group A, member 2"
ENSRNOG00000005602,Mthfd1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
ENSRNOG00000005606,Med1,mediator complex subunit 1
ENSRNOG00000005608,Tead4,TEA domain transcription factor 4
ENSRNOG00000005609,Neurod1,neuronal differentiation 1
ENSRNOG00000005610,Yipf4,"Yip1 domain family, member 4"
ENSRNOG00000005614,Txn2,thioredoxin 2
ENSRNOG00000005615,Gadd45a,"growth arrest and DNA-damage-inducible, alpha"
ENSRNOG00000005616,Ncoa3,nuclear receptor coactivator 3
ENSRNOG00000005618,Fmc1,formation of mitochondrial complex V assembly factor 1
ENSRNOG00000005620,Lcp2,lymphocyte cytosolic protein 2
ENSRNOG00000005623,Ankmy2,ankyrin repeat and MYND domain containing 2
ENSRNOG00000005624,Zfx,zinc finger protein X-linked
ENSRNOG00000005633,Zbtb49,zinc finger and BTB domain containing 49
ENSRNOG00000005634,AABR07047872.1,
ENSRNOG00000005639,Ar,androgen receptor
ENSRNOG00000005641,Fbxl4,F-box and leucine-rich repeat protein 4
ENSRNOG00000005642,Frs2,fibroblast growth factor receptor substrate 2
ENSRNOG00000005650,Pgf,placental growth factor
ENSRNOG00000005652,Cntn4,contactin 4
ENSRNOG00000005659,Aurkb,aurora kinase B
ENSRNOG00000005662,Grm7,glutamate metabotropic receptor 7
ENSRNOG00000005668,Ndufa8,NADH:ubiquinone oxidoreductase subunit A8
ENSRNOG00000005669,Ca8,carbonic anhydrase 8
ENSRNOG00000005673,Runx1t1,RUNX1 partner transcriptional co-repressor 1
ENSRNOG00000005678,Lamb1,laminin subunit beta 1
ENSRNOG00000005686,Suclg2,"succinate-CoA ligase, GDP-forming, beta subunit"
ENSRNOG00000005689,Yeats4,YEATS domain containing 4
ENSRNOG00000005690,Lmcd1,LIM and cysteine-rich domains 1
ENSRNOG00000005691,Rnf32,ring finger protein 32
ENSRNOG00000005695,Mgp,matrix Gla protein
ENSRNOG00000005697,Slc6a11,solute carrier family 6 member 11
ENSRNOG00000005698,Ndufa5,NADH:ubiquinone oxidoreductase subunit A5
ENSRNOG00000005700,Nsg1,neuronal vesicle trafficking associated 1
ENSRNOG00000005703,Arfgef1,ADP ribosylation factor guanine nucleotide exchange factor 1
ENSRNOG00000005705,Qpct,glutaminyl-peptide cyclotransferase
ENSRNOG00000005707,Bfsp1,beaded filament structural protein 1
ENSRNOG00000005708,Mmp16,matrix metallopeptidase 16
ENSRNOG00000005710,Rbm7,RNA binding motif protein 7
ENSRNOG00000005711,Ptprd,"protein tyrosine phosphatase, receptor type, D"
ENSRNOG00000005713,Ccdc82,coiled-coil domain containing 82
ENSRNOG00000005715,Lgr4,leucine-rich repeat-containing G protein-coupled receptor 4
ENSRNOG00000005718,AABR07065406.1,
ENSRNOG00000005719,Emc4,ER membrane protein complex subunit 4
ENSRNOG00000005723,Grin3a,glutamate ionotropic receptor NMDA type subunit 3A
ENSRNOG00000005724,LOC100910771,mitogen-activated protein kinase kinase kinase 7-like
ENSRNOG00000005726,Pclo,piccolo (presynaptic cytomatrix protein)
ENSRNOG00000005727,Galnt3,polypeptide N-acetylgalactosaminyltransferase 3
ENSRNOG00000005729,Palm3,paralemmin 3
ENSRNOG00000005730,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
ENSRNOG00000005731,Birc3,baculoviral IAP repeat-containing 3
ENSRNOG00000005733,Cpsf2,cleavage and polyadenylation specific factor 2
ENSRNOG00000005736,Eif1ax,"eukaryotic translation initiation factor 1A, X-linked"
ENSRNOG00000005747,Il27ra,interleukin 27 receptor subunit alpha
ENSRNOG00000005749,Foxred2,FAD-dependent oxidoreductase domain containing 2
ENSRNOG00000005753,LOC108349244,putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13
ENSRNOG00000005758,Btbd11,BTB domain containing 11
ENSRNOG00000005762,Rab22a,"RAB22A, member RAS oncogene family"
ENSRNOG00000005763,Arl1,ADP-ribosylation factor like GTPase 1
ENSRNOG00000005765,Ap4s1,adaptor related protein complex 4 subunit sigma 1
ENSRNOG00000005766,Tbc1d20,"TBC1 domain family, member 20"
ENSRNOG00000005767,Tulp3,TUB like protein 3
ENSRNOG00000005769,Smg8,SMG8 nonsense mediated mRNA decay factor
ENSRNOG00000005775,Phf14,PHD finger protein 14
ENSRNOG00000005776,Bcl11b,BAF chromatin remodeling complex subunit BCL11B
ENSRNOG00000005781,Wnt16,Wnt family member 16
ENSRNOG00000005783,Dlg5,discs large MAGUK scaffold protein 5
ENSRNOG00000005788,Cdk5rap2,CDK5 regulatory subunit associated protein 2
ENSRNOG00000005795,Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
ENSRNOG00000005796,Ctnna1,catenin alpha 1
ENSRNOG00000005801,Stx17,syntaxin 17
ENSRNOG00000005802,Usp24,ubiquitin specific peptidase 24
ENSRNOG00000005804,Eif3d,"eukaryotic translation initiation factor 3, subunit D"
ENSRNOG00000005806,Oxtr,oxytocin receptor
ENSRNOG00000005807,Ptpn7,"protein tyrosine phosphatase, non-receptor type 7"
ENSRNOG00000005809,Arhgdib,Rho GDP dissociation inhibitor beta
ENSRNOG00000005810,Nlrc4,"NLR family, CARD domain containing 4"
ENSRNOG00000005811,LOC688655,similar to heat shock protein 8
ENSRNOG00000005814,NEWGENE_1582771,katanin regulatory subunit B1 like 1
ENSRNOG00000005818,RGD1563349,similar to RIKEN cDNA 9330182L06
ENSRNOG00000005823,Utp20,UTP20 small subunit processome component
ENSRNOG00000005825,Lyz2,lysozyme 2
ENSRNOG00000005828,Skp1,S-phase kinase-associated protein 1
ENSRNOG00000005830,Tafa4,TAFA chemokine like family member 4
ENSRNOG00000005840,Cacfd1,calcium channel flower domain containing 1
ENSRNOG00000005841,Erp44,endoplasmic reticulum protein 44
ENSRNOG00000005849,Aco1,aconitase 1
ENSRNOG00000005850,Gdap1,ganglioside-induced differentiation-associated-protein 1
ENSRNOG00000005853,Tacr1,tachykinin receptor 1
ENSRNOG00000005854,Angpt1,angiopoietin 1
ENSRNOG00000005856,Slc30a6,solute carrier family 30 member 6
ENSRNOG00000005857,Lrrc3b,leucine rich repeat containing 3B
ENSRNOG00000005861,Hsd11b1,hydroxysteroid 11-beta dehydrogenase 1
ENSRNOG00000005865,Itprid2,ITPR interacting domain containing 2
ENSRNOG00000005868,Ttc21b,tetratricopeptide repeat domain 21B
ENSRNOG00000005869,AABR07017110.1,
ENSRNOG00000005871,Il1rn,interleukin 1 receptor antagonist
ENSRNOG00000005874,Tle2,"TLE family member 2, transcriptional corepressor"
ENSRNOG00000005877,Lrpprc,leucine-rich pentatricopeptide repeat containing
ENSRNOG00000005879,Maml2,mastermind-like transcriptional coactivator 2
ENSRNOG00000005882,Tle1,"TLE family member 1, transcriptional corepressor"
ENSRNOG00000005883,Nek10,NIMA-related kinase 10
ENSRNOG00000005884,Emc7,ER membrane protein complex subunit 7
ENSRNOG00000005886,Zscan20,zinc finger and SCAN domain containing 20
ENSRNOG00000005888,Fsip1,fibrous sheath interacting protein 1
ENSRNOG00000005890,Serbp1,Serpine1 mRNA binding protein 1
ENSRNOG00000005900,Slc2a6,solute carrier family 2 member 6
ENSRNOG00000005902,Ccdc34,coiled-coil domain containing 34
ENSRNOG00000005903,St14,suppression of tumorigenicity 14
ENSRNOG00000005904,Cdc27,cell division cycle 27
ENSRNOG00000005905,Pde4b,phosphodiesterase 4B
ENSRNOG00000005907,Rad18,RAD18 E3 ubiquitin protein ligase
ENSRNOG00000005908,Dmtf1,cyclin D binding myb-like transcription factor 1
ENSRNOG00000005916,Ppm1a,"protein phosphatase, Mg2+/Mn2+ dependent, 1A"
ENSRNOG00000005917,Pawr,pro-apoptotic WT1 regulator
ENSRNOG00000005918,RGD1563941,predicted gene 5617
ENSRNOG00000005923,Mtmr2,myotubularin related protein 2
ENSRNOG00000005924,Dstn,"destrin, actin depolymerizing factor"
ENSRNOG00000005927,Cpsf6,cleavage and polyadenylation specific factor 6
ENSRNOG00000005929,Them6,thioesterase superfamily member 6
ENSRNOG00000005931,Cpq,carboxypeptidase Q
ENSRNOG00000005932,Megf9,multiple EGF-like-domains 9
ENSRNOG00000005933,Yap1,yes-associated protein 1
ENSRNOG00000005934,Mlip,muscular LMNA-interacting protein
ENSRNOG00000005935,A3galt2,"alpha 1,3-galactosyltransferase 2"
ENSRNOG00000005936,Foxm1,forkhead box M1
ENSRNOG00000005953,AABR07005983.1,
ENSRNOG00000005957,Slc4a7,solute carrier family 4 member 7
ENSRNOG00000005958,Rrbp1,ribosome binding protein 1
ENSRNOG00000005960,RGD1311744,similar to RIKEN cDNA 5830475I06
ENSRNOG00000005963,Rab2a,"RAB2A, member RAS oncogene family"
ENSRNOG00000005964,Nr4a3,"nuclear receptor subfamily 4, group A, member 3"
ENSRNOG00000005965,Irak4,interleukin-1 receptor-associated kinase 4
ENSRNOG00000005970,Lrrc1,leucine rich repeat containing 1
ENSRNOG00000005971,Gpr176,G protein-coupled receptor 176
ENSRNOG00000005975,Rpl30,ribosomal protein L30
ENSRNOG00000005981,Nt5c3a,"5'-nucleotidase, cytosolic IIIA"
ENSRNOG00000005982,C1d,C1D nuclear receptor corepressor
ENSRNOG00000005984,Etv6,ETS variant transcription factor 6
ENSRNOG00000005985,Kcnma1,potassium calcium-activated channel subfamily M alpha 1
ENSRNOG00000005987,Suox,sulfite oxidase
ENSRNOG00000005988,Arl8a,ADP-ribosylation factor like GTPase 8A
ENSRNOG00000005990,Wdsub1,"WD repeat, sterile alpha motif and U-box domain containing 1"
ENSRNOG00000005993,Oxsm,"3-oxoacyl-ACP synthase, mitochondrial"
ENSRNOG00000005996,Lhx6,LIM homeobox 6
ENSRNOG00000005998,Smoc1,SPARC related modular calcium binding 1
ENSRNOG00000006000,Cdk12,cyclin-dependent kinase 12
ENSRNOG00000006002,Stk35,serine/threonine kinase 35
ENSRNOG00000006003,Ctnna2,catenin alpha 2
ENSRNOG00000006004,Phc2,polyhomeotic homolog 2
ENSRNOG00000006010,Slc6a20,solute carrier family 6 member 20
ENSRNOG00000006019,G0s2,G0/G1switch 2
ENSRNOG00000006025,Lamb3,laminin subunit beta 3
ENSRNOG00000006027,Eif2ak4,eukaryotic translation initiation factor 2 alpha kinase 4
ENSRNOG00000006028,Tubgcp6,"tubulin, gamma complex associated protein 6"
ENSRNOG00000006030,Ptprz1,"protein tyrosine phosphatase, receptor type Z1"
ENSRNOG00000006033,LOC100910790,spondin-2-like
ENSRNOG00000006037,Snap25,synaptosome associated protein 25
ENSRNOG00000006048,Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit
ENSRNOG00000006049,Rfx1,regulatory factor X1
ENSRNOG00000006050,Med19,mediator complex subunit 19
ENSRNOG00000006051,AABR07016841.1,
ENSRNOG00000006052,Sulf2,sulfatase 2
ENSRNOG00000006060,Matn2,matrilin 2
ENSRNOG00000006062,Hs1bp3,HCLS1 binding protein 3
ENSRNOG00000006063,Phf21a,PHD finger protein 21A
ENSRNOG00000006067,Aifm1,"apoptosis inducing factor, mitochondria associated 1"
ENSRNOG00000006068,Tmem117,transmembrane protein 117
ENSRNOG00000006069,Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3
ENSRNOG00000006075,Fez1,fasciculation and elongation protein zeta 1
ENSRNOG00000006076,Steap2,STEAP2 metalloreductase
ENSRNOG00000006077,Snx5,sorting nexin 5
ENSRNOG00000006079,Psd4,pleckstrin and Sec7 domain containing 4
ENSRNOG00000006082,Rmdn2,regulator of microtubule dynamics 2
ENSRNOG00000006086,Lynx1,Ly6/neurotoxin 1
ENSRNOG00000006087,Rnf20,ring finger protein 20
ENSRNOG00000006093,LRRTM1,leucine rich repeat transmembrane neuronal 1
ENSRNOG00000006094,Cd44,CD44 molecule (Indian blood group)
ENSRNOG00000006102,Pole4,"DNA polymerase epsilon 4, accessory subunit"
ENSRNOG00000006103,Tbc1d31,"TBC1 domain family, member 31"
ENSRNOG00000006110,Jph1,junctophilin 1
ENSRNOG00000006112,LOC102554315,zinc finger protein 596-like
ENSRNOG00000006114,Cfap69,cilia and flagella associated protein 69
ENSRNOG00000006116,Hk2,hexokinase 2
ENSRNOG00000006118,Klf10,Kruppel-like factor 10
ENSRNOG00000006120,Shh,sonic hedgehog signaling molecule
ENSRNOG00000006126,Nup88,nucleoporin 88
ENSRNOG00000006130,Rab5b,"RAB5B, member RAS oncogene family"
ENSRNOG00000006131,Mettl2,methyltransferase like 2
ENSRNOG00000006136,Pdpk1,3-phosphoinositide dependent protein kinase-1
ENSRNOG00000006137,Arid1a,AT-rich interaction domain 1A
ENSRNOG00000006139,Stx18,syntaxin 18
ENSRNOG00000006143,Ngly1,N-glycanase 1
ENSRNOG00000006144,Cntn3,contactin 3
ENSRNOG00000006148,RGD1310352,similar to HTGN29 protein
ENSRNOG00000006167,Rasal3,RAS protein activator like 3
ENSRNOG00000006170,Bach2,BTB domain and CNC homolog 2
ENSRNOG00000006174,Grid2,glutamate ionotropic receptor delta type subunit 2
ENSRNOG00000006178,Dync1h1,dynein cytoplasmic 1 heavy chain 1
ENSRNOG00000006180,Pum2,pumilio RNA-binding family member 2
ENSRNOG00000006185,Etaa1,ETAA1 activator of ATR kinase
ENSRNOG00000006197,Calu,calumenin
ENSRNOG00000006199,Crppa,CDP-L-ribitol pyrophosphorylase A
ENSRNOG00000006200,St18,ST18 C2H2C-type zinc finger transcription factor
ENSRNOG00000006204,Slc30a3,solute carrier family 30 member 3
ENSRNOG00000006206,Tmem106b,transmembrane protein 106B
ENSRNOG00000006209,Mbd6,methyl-CpG binding domain protein 6
ENSRNOG00000006217,Wiz,WIZ zinc finger
ENSRNOG00000006221,Uba3,ubiquitin-like modifier activating enzyme 3
ENSRNOG00000006226,Cacng2,calcium voltage-gated channel auxiliary subunit gamma 2
ENSRNOG00000006227,Ifih1,interferon induced with helicase C domain 1
ENSRNOG00000006228,Pdia4,"protein disulfide isomerase family A, member 4"
ENSRNOG00000006231,Ptpro,"protein tyrosine phosphatase, receptor type, O"
ENSRNOG00000006235,Nell2,neural EGFL like 2
ENSRNOG00000006236,Dsn1,DSN1 component of MIS12 kinetochore complex
ENSRNOG00000006237,Gpr37l1,G protein-coupled receptor 37-like 1
ENSRNOG00000006238,Traf2,Tnf receptor-associated factor 2
ENSRNOG00000006241,Marchf7,membrane associated ring-CH-type finger 7
ENSRNOG00000006244,Lztfl1,leucine zipper transcription factor-like 1
ENSRNOG00000006247,Copa,coatomer protein complex subunit alpha
ENSRNOG00000006248,Trim37,tripartite motif-containing 37
ENSRNOG00000006255,Nipal4,NIPA-like domain containing 4
ENSRNOG00000006261,Papolg,poly(A) polymerase gamma
ENSRNOG00000006263,Sh2d1a,SH2 domain containing 1A
ENSRNOG00000006264,Itfg2,integrin alpha FG-GAP repeat containing 2
ENSRNOG00000006278,Tspyl5,TSPY-like 5
ENSRNOG00000006283,LOC100359922,60S ribosomal protein L13-like
ENSRNOG00000006285,Tlk2,tousled-like kinase 2
ENSRNOG00000006296,Six6,SIX homeobox 6
ENSRNOG00000006298,Cpne3,copine 3
ENSRNOG00000006302,Gclc,"glutamate-cysteine ligase, catalytic subunit"
ENSRNOG00000006304,Mdm2,MDM2 proto-oncogene
ENSRNOG00000006305,Slc38a2,"solute carrier family 38, member 2"
ENSRNOG00000006320,Ptges,prostaglandin E synthase
ENSRNOG00000006324,Trpc6,"transient receptor potential cation channel, subfamily C, member 6"
ENSRNOG00000006326,Atraid,all-trans retinoic acid-induced differentiation factor
ENSRNOG00000006327,Rcc2,regulator of chromosome condensation 2
ENSRNOG00000006328,Wwp1,WW domain containing E3 ubiquitin protein ligase 1
ENSRNOG00000006329,Peli1,pellino E3 ubiquitin protein ligase 1
ENSRNOG00000006331,Elovl5,ELOVL fatty acid elongase 5
ENSRNOG00000006334,Txndc16,thioredoxin domain containing 16
ENSRNOG00000006335,Klhl9,kelch-like family member 9
ENSRNOG00000006336,Fyco1,FYVE and coiled-coil domain containing 1
ENSRNOG00000006338,Lrp6,LDL receptor related protein 6
ENSRNOG00000006340,Memo1,mediator of cell motility 1
ENSRNOG00000006341,Saysd1,SAYSVFN motif domain containing 1
ENSRNOG00000006345,Sec61b,Sec61 translocon beta subunit
ENSRNOG00000006350,Tle6,"TLE family member 6, subcortical maternal complex member"
ENSRNOG00000006353,Large2,LARGE xylosyl- and glucuronyltransferase 2
ENSRNOG00000006355,Akap8l,A-kinase anchoring protein 8 like
ENSRNOG00000006356,RGD1562229,RIKEN cDNA 4930505A04 gene
ENSRNOG00000006357,Sgip1,SH3GL interacting endocytic adaptor 1
ENSRNOG00000006359,Galk1,galactokinase 1
ENSRNOG00000006364,Dld,dihydrolipoamide dehydrogenase
ENSRNOG00000006365,Asb15,ankyrin repeat and SOCS box containing 15
ENSRNOG00000006368,Lrrn3,leucine rich repeat neuronal 3
ENSRNOG00000006369,Alg2,"ALG2, alpha-1,3/1,6-mannosyltransferase"
ENSRNOG00000006370,RGD1310852,similar to RIKEN cDNA 9130401M01
ENSRNOG00000006375,Vdac1,voltage-dependent anion channel 1
ENSRNOG00000006378,Mga,MAX dimerization protein MGA
ENSRNOG00000006380,Srsf6,serine and arginine rich splicing factor 6
ENSRNOG00000006384,Ddx58,DEXD/H-box helicase 58
ENSRNOG00000006388,Pygl,glycogen phosphorylase L
ENSRNOG00000006391,Smarcad1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing D"
ENSRNOG00000006392,Xrcc6,X-ray repair cross complementing 6
ENSRNOG00000006393,Sirt6,sirtuin 6
ENSRNOG00000006394,Tbc1d10a,"TBC1 domain family, member 10a"
ENSRNOG00000006397,Chrm5,"cholinergic receptor, muscarinic 5"
ENSRNOG00000006399,Synj2bp,synaptojanin 2 binding protein
ENSRNOG00000006400,Tbc1d14,"TBC1 domain family, member 14"
ENSRNOG00000006403,Nectin1,nectin cell adhesion molecule 1
ENSRNOG00000006410,Akap5,A-kinase anchoring protein 5
ENSRNOG00000006412,Zhx1,zinc fingers and homeoboxes 1
ENSRNOG00000006418,Samhd1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
ENSRNOG00000006419,Aven,apoptosis and caspase activation inhibitor
ENSRNOG00000006420,Rbm38,RNA binding motif protein 38
ENSRNOG00000006426,Syt1,synaptotagmin 1
ENSRNOG00000006432,Trnt1,tRNA nucleotidyl transferase 1
ENSRNOG00000006435,Tor1b,"torsin family 1, member B"
ENSRNOG00000006440,Ift27,intraflagellar transport 27
ENSRNOG00000006441,Zbtb25,zinc finger and BTB domain containing 25
ENSRNOG00000006444,Fkbp4,FKBP prolyl isomerase 4
ENSRNOG00000006450,Erbb2,erb-b2 receptor tyrosine kinase 2
